phrase;category;intent;geo;ws_msk_base;wsk_msk_final;ws_ru_base;wsk_ru_exact_wk;pos_msk;url;source
купить покрывало на кресло кровать;Кресла-кровати;коммерческий;;;;57;;;;expand
кресло кровать 900;Кресла-кровати;общий;;;;57;;;;expand
кресло кровать рафаэль;Кресла-кровати;общий;;;;57;;;;expand
красное кресло рядом с кроватью;Кресла;общий;;;;57;;;;expand
кресло кровать нега;Кресла-кровати;общий;;;;57;;;;expand
тахта односпальная 90х200 купить;Тахты и кушетки;коммерческий;;;;57;;;;expand
тахта без спинки и подлокотников;Тахты и кушетки;общий;;;;57;;;;expand
тахта 110х190;Тахты и кушетки;общий;;;;57;;;;expand
кровать тахта односпальная с мягкой спинкой;Тахты и кушетки;общий;;;;57;;;;expand
кровать тахта милена 120х200 купить;Тахты и кушетки;коммерческий;;;;57;;;;expand
кровать тахта краснодар;Тахты и кушетки;общий;да;;;57;;;;expand
тахта двуспальная 140х200;Тахты и кушетки;общий;;;;57;;;;expand
тахта кровать большая;Тахты и кушетки;общий;;;;57;;;;expand
кресло тахта раскладное;Кресла;общий;;;;57;;;;expand
диван тахта для подростка;Тахты и кушетки;общий;;;;57;;;;expand
диван тахта дельфин;Тахты и кушетки;общий;;;;57;;;;expand
